Aerial Duels won,Age,Assists,Attacking options created,Attempted Passes,Blocks,Clearances,Country,Expected Goal Contributions,Interceptions,Open Play Goals,Open Play Expected Goals,Percentage of Passes Completed,Progressive Passes Rec,Progressive Passes,Progressive Carries,Shots,Successful Dribbles,Touches in attacking penalty area,Tackles,Value at beginning of 2020/21 season,Value at beginning of 2021/22 season,Value at beginning of 2022/23 season,Value at beginning of 2023/24 season
-0.0723374200784115,-0.8840092414768087,0.15374898509126134,1.0523057618137073,-0.8052671571795925,-0.9669939471318633,-0.5370279207633911,-1.1889713540556999,0.6091144426029075,0.3618435461699504,-0.426137177803401,0.3602776997504501,-0.35681537534227153,1.48425784860035,0.33637638294446587,0.8193066325288505,1.1780484597830567,0.8760615464871507,1.2064487205421275,0.30080315521235523,-0.6524788811394852,-0.6829552186256265,-0.6717121341442532,-0.6639179557329192
-1.0411275573432408,-1.3549709016455411,0.7361633534203659,0.904682986545738,-0.9544377064966718,-1.3542531150934112,-1.2308542529539748,1.9644873185249978,1.64723171978071,-1.2829897924158753,-0.8355962099310682,0.08137390344610522,-0.5531554153742153,1.3588260313562361,-0.19670989367777258,3.7269831444953745,0.4773186840772094,0.6122081920224441,2.6024325837778663,-1.0394578220963175,-0.641190221000616,-0.6711096219660021,-0.6897945131965111,-0.594881807488612
-1.2172712186641188,-0.6485284113924424,1.803923028690391,0.51620199899845,-1.084151227641958,-0.8075342897359317,-0.973351696677057,-0.3194406746919928,1.762578083911577,-1.2829897924158753,-0.016678145675733835,0.3602776997504501,-0.98264925294409,0.9535847756444825,-0.700824090048802,1.4628088114066877,0.11633667841056074,-0.04114297141397144,0.990808936790265,-1.2365550246417105,-0.2404427860707596,-0.5822676470188188,-0.6415748357238237,-0.4090152545231693
0.6322372252051007,-0.4130475813080762,1.4156467831376542,0.08887291269643298,-1.3435782699325307,-0.8075342897359317,-0.65147350133091,-1.1339322079931509,0.37842171434117367,-1.100230532573006,1.4164284667711013,1.6850707321960883,-1.080819272960061,0.4743709097631231,-1.0774611333145139,-0.09430757205079507,1.6876701148418547,0.22271038305073498,1.0475562483039131,-0.816080992544872,-0.09933453433489471,-0.13805777228290245,-0.20759773846963706,-0.3028057956857734
1.3368118704886127,-0.17756675122370993,-0.42866538323784303,-0.882329556171787,2.3467714066508645,-0.12413575803908222,1.3727827049570813,-0.24218895807445687,-0.7750419269674959,1.0928805855414283,-0.4943803498246788,-0.8947893836191019,1.5820425199731623,-1.220566723253497,0.6666580978082435,-0.45975325388265326,-1.1577174592364343,-0.9709119347657937,-0.8705028808573871,-0.1196708768844831,-0.5508809398896624,-0.34535571382633007,-0.20759773846963706,2.458640134086518
-1.1291993880036797,1.2353182292824876,0.3478871078676295,0.8658348877910089,1.8798027305278338,-0.853094191849055,-0.4154294914104023,-0.4319578946070145,0.6091144426029075,-0.3691934932015279,1.0069694346434341,0.01164795437001895,1.1893624399092766,2.2464973533915056,0.16833831748745595,0.6604172056454338,-0.38266785883451226,0.19758149214933438,0.667349261162472,1.1548910329090587,-0.09933453433489471,-0.019601805686658078,-0.026773947947059278,-0.3028057956857734
-0.0723374200784115,-2.06141339189864,-0.9140106901787634,-0.19083339833761429,0.20001263169637595,-0.2835954154350139,-0.8231418721821884,-0.4319578946070145,-0.544349198705762,1.0928805855414283,0.11980819836682201,-0.1975298928582397,0.06040720972560565,-1.1916209192740859,0.3421707989947074,-0.284974884310895,-0.18094262037373812,0.272968164853536,-0.8648281497060223,0.6161586792849841,-0.6637675412783544,-0.6711096219660021,-0.6897945131965111,-0.0372821485922839
-0.6007684040410457,1.2353182292824876,0.056679923703077326,0.31419188547386,-0.16967090356768966,0.35424321414871224,0.09242277235796313,-0.6213586337110135,0.4937680784720404,0.3618435461699504,-0.6308666938672346,-0.4764336891625845,-0.09911907280034746,-0.677028848529002,0.006094668080687666,-0.45975325388265326,-0.2446453272560877,-0.0034496350618705004,-0.8818523431601166,-0.435026400957112,-0.4944376391953164,-0.6355728319871288,-0.6897945131965111,-0.6586074827910494
-0.4246247427201676,0.5288757390293888,0.5420252306439975,-0.4783093291226075,-0.17615657962495407,1.1743214521849312,0.2640911432092414,0.10503410124465568,0.7244608067337746,1.641158365070037,-0.4943803498246788,-0.4067077400864983,-0.2954591128322895,-1.1498103135260478,0.040861164382138014,-1.2542003882997363,-0.35081650539333736,-0.6316719075968856,-0.05334159506085682,1.2994289814423468,-0.43799433850097047,-0.2565137388791468,-0.1473231416287778,0.12203203966380984
-1.0411275573432408,-1.5904517317299074,-0.5257344446260271,1.471865228364778,1.3739199980612173,0.35424321414871224,-0.9876573942479969,-0.4319578946070145,1.5318853556498429,-0.3691934932015279,0.6657535745370449,0.7089074451308811,1.1157349248972988,0.32320948898175483,2.601993058588978,1.0417518301656337,-0.23402820944236274,0.9137548828392513,0.23039496250738284,0.06428651215788364,1.0295314795520245,4.0079010585856505,4.07189863723137,4.582829310834434
